review,label
trust compani bait switch type charg $469 singl lock rekey ask would write review technician pull review page phone fill call compani complain spoke owner ben complet rude unprofession read review compani look like written person use b1 locksmith,negative
caught pretti bad situat lose key car spare contact b1 locksmith ben door even chanc get dress extrem fast dilig realli appreci quickli finish job im realli hope dont need call locksmith ever finger cross need im definit contact thank ben,positive
manuel gave great servic time courteou profession recommend compani ill throw busi anyon need locksmith great job,positive
damag car today wait manag 45 minut spoke yell 20 minut say wasnt fault huge chunk paint miss passeng door wasnt miss would know sinc brand new vehicl manag refus give refund car wash,negative
got jeep wash horribl bumper fender shine also tell vacuum insid im disappoint bj,negative
paid $35 wash end rush end drove away realiz didnt clean cup holder vaccuum back seat trunk didnt clean side mirror basic less cheapest car wash ive use sever time conveni im done one,negative
leav valuabl car stole pistol never return caught deni time polic show video surveil conveni delet trustworthi get firearm back,negative
car wash car wash went offer coupon websit want harass auto glass replac guy entir time wait vehicl place wouldnt leav alon even told would complain manag post complaint onlin car wash servic respect harass go worth time last time go,negative
dear mr bj issu place servic writer guy made career check box write price piec paper kinda understand cost 2000 car wash recent pull drove past dude car front well must piss walk feet greet fill slip without ask kind servic would like without word hand left news flash bub custom like greet friendli welcom attitud wait car finish vacuum front went throw trash garbag feet away open passeng door reach turn engin immedi restart vehicl move forward ive go year treat rude im done yayhooo one thing cant seem grasp concept first come first serv either,negative
long stori short went took wife audi oil chang pick note tha receipt tha state oil leak didnt realli pay much attent day later notic oil stain garag 12inch 12inch knew someth right went back bj left car call back told take mechan guess tha oil pan screw tighten properli chang oil bj didnt even bother check drop thx noth engin would blow bj im sure would came bs bj lost busi look oil leak get servic done,negative
come often get nice easi wash old truck dont realli anyth fanci sinc mostli need quick spray wipe car wash attend alway nice friendli cashier help attent never fill like take money send way issu pushi windshield guy never fan method sell often time first person greet drive ask im spot chip windshield ask want fix usual polit say hope end time pick chip windshield didnt think need necessari fan servic besid windshield peopl need quick wash come earli get earli bird special,negative
avoid place given $120 detail gift certif gift car brand new car 3 month use gift certif get dead bug car weekend trip san diego car clean insid pet smoke garag school home took noon today call pick 5pm got home furiou see horribl job ask take bug grill hood cover bake bug wax scratch windshield car still cover bug debri layer wax top plu scratch windshield blame rock car look wors damag came car wash came damag brand new car avoid place,negative
got truck wash work packag disappoint especi price high standard car clean wouldnt bother place streak cloth lint window paint worker interact kind rude might fluke experi happen wont back,negative
place doesnt even deserv 1 star top slow slow day pretti crappi job clean interior recent went mainli conveni locat live took forev leav notic smudg window dismiss first got home went clean smudg realiz werent smudg tint lot nick went back ask manag said seat belt hit window period time what funni passeng window never passeng car 98% time ive eject seat belt never metal buckl come close window go period time must practic blind never notic mark tint he full even went tint shop got guy confirm right cours agre offer replac tint $90 absolut bullsh*t busi pursu matter,negative
im sure servic fine 9th time guy ask windshield say lost left recommend learn mean,negative
updat im still wait car told detail wash anoth 30 minut ask speak manag spoke w guy name alex ask car isnt readi need go find someon els detail apolog said could bring back tomorrow hed knock $20 want done today like told probabl go pass plan get oil chang entir car detail 45 minut differ occas employe tri get purchas servic that im post bad review although annoy reason bad review oil chang complet call front desk told dont time detail today wouldnt even let oil chang told beginningi would went somewher els could im p*ssed right,negative
disapoint way treat car wash last week put complaint bbb compani complaint day decid noth want peopl know dont treat custom right first purchas full detail includ wax carpet shampoo everyth els kept ask guy sure stain come sure tri get stain came im pretti good get stain tell ye unless coffe stain come ask black run side van oh yeah thatll gone gone well re-do tell 1 1/2 2 hour reason son go wait wait almost 5 hour later done get car look like $20 wash done carpet still dirti there armor place tire miss huge section clean carpet still debri didnt even good job vacuum take straight back scott say oh fault gave much work today told long wait didnt seem even care tell bring back next day fri would redo need hour bring back friday morn drop give 2 hour come back search key go detail employe say dont know said well ask anoth employe come say hey white mini van one alreadi yesterday took home dirti brought back us clean anoth guy came key red said sorri upset start cri couldt believ said show scott even left got van drove straight scott what funni floor touch noth differ didnt anyth said go even pictur told everyth like well go get manang guy came one promis stuff kept say well fix kid go stay anoth minut crazi take car never got detail custom servic definet dont know promis thing cannot deliv file complaint ignor ask $60 back $128 paid sinc didnt even full wash car ignor though right didnt even get call anyth,negative
wait wait wait dont come your hurri need oil chang align took 2+ hour terribl consid 4 guy stand around look phone im actual sure need align sinc got new tire figur couldnt hurt done ask align report told dont printer print tech couldnt tell adjust necessari peopl werent rude cashier come back,negative
six car wait one guy vacuum three guy stand around head butt place blow wasnt strap time wouldnt choos place closest one grrrrrrr,negative
place super slowdont go unless day wait car isnt even vacuum well wasnt dirtygeez,negative
sever time car wash windshield repair alway good van today decid get oil chang realli impress brought filter show need replac didnt sell anyth didnt need defiantli back,positive
went bj request basic car wash oil chang went back pick car detail car subsequ charg detail car wax addit servic request agre paper sign total $40 tri accommod agre pay $93 legal could never got pay $40 said tri accommod realli irrit agre pay $50 understand talk one rude even began discuss situat anoth languag right front mistak understand complet rude top mistak made end complet poor servic never come back,negative
went get oil chang pull park spot south servic bay figur would need pull vehicl bay servic sign never occur would need pull car wash entranc get oil chang walk past car wash peopl ask need help told need oil chang said go insid would help got insid saw bj employe practic sit girl lap talk across servic counter stood counter coupl minut serviceman came ask help said said guy across us would help tell go get car pull carwash entranc pull car ask carwash guy didnt tell begin said auto glass specialist didnt know auto glass specialist take info come guy ignor begin ask need pull car carwash entranc said easier employe fill paperwork unbeliev ask easier custom ask didnt get simpl right sir noth apolog rain way ask need car wash total idiot pull car back origin spot park sat meanwhil insid see gentleman talk anoth serviceman ask question serviceman answer gentleman ask abl speak go look past counter see car move guy act like manag ask need someth told car sit spot first pull issu first guy tri defend guy lack custom servic say custom high dollar repair need resolv cant give simpl acknowledg ask manag said would talk uh huh right see car final move stall 10 minut later done fastest oil chang 18 point inspect fluid top ever realli dont know even chang oil think put new sticker never go back anyth,negative
said insid look like new less dirt new smell wash one half hour 3 hour hot dog vender good dog,negative
im go start say im pretti laid back person normal wont fuss $1 charg overs vehicl jeep patriot isnt even consid suv dont extra row seat trunk space smaller old carolla havent even left cant get wash watch guy wipe car extrem impress impress went kept ad dollar tip car look amaz couldnt ask better job wish would gotten name,positive
would recommend place came oil chang car wash employe like vultur want buy get windshield fix detail car even though rain forecast declin state travel town want oil chang longer offer oil chang wash state peopl dont want wash told price wasnt much diffent previou servic 6 month ago paid $2999 wash oil chang went oil chang $2899 work car wash $1699 total $4556 door far cri $2999 use offer want got shaft car went oil chang took 25 minut came wentback line vacuum mention drove onlyon car line sat 25 minut 13 car drove got vacuum put wash time car get wash back 4 car deep 4 lane car sit 30 minut come wash one ever touch kid dri car right front us take 20 minut dri one side car work use air hose dri almost hour half car isnt even work ask speak manag tell concern flat tell way car hour half get someon right car readi 5 minut spoke manag look like insid hqd wipe clean seat vacuum door hand print rememb work packag guess got raid lost qualiti worker qualiti work return busi would give place less one star yelp forc give least one star believ tell everyon know poor servic bj auto spa,negative
favorit car wash place glendal price bad great custom servic wait room huge lot snack drink that plu usual go morn 10 wait 30 min believ earli bird special check websit coupon well $2,positive
ive go bj 2 year theyv alway taken good care made sure car top condit ive three vehicl time two still servic wash fuel bj auto spa trust chevron ga truck super clean run better ever outsid servic technic expertis fulli recommend bj auto spa,positive
like place would highli recommend refer friend work dealership phoenix told check bj car longer warranti told get oil chang lube check check engin light said would check car give oil chang wash car knew would happi said alway took older car never disappoint skeptic vw abl find good vwmechan phoenix great workthey replac sensor chang oil lube clean car whole thing done $200 hour gave discount top car came earli sean josh ng explain everyth explain option even gave old part took never happen phx great place,positive
go auto spa sinc 2006 reason price fairli good job open earli 7am late 6pm auto spa choic need oil chang want truck wash look great afterward interior tire dress red truck look sexi afterward turn lol vip wash oil chang believ pay $33 that add beverag wait babi done also barter need coolant / transmiss fluid flush custom servic isnt best oil chang quick problem worker wash clean vehicl hard work,positive
apocalyps happen miss serious place remind children corn like time forgot went crazi gave rememb come bj young wait dad truck wash even oil chang place swarm peopl actual decent place wait car nice chair nice carpet cool car stuff sale think even food went recent get stud put car nice see chair 20 year ago even decid wash carpet matter place ghost town full swap meet type junk sale owner gave stop pay bill worker somehow still get check show direct money renov pay cleaner glad dont live near dump neighbor condemn owner man close shop,negative
great place get carwash go year nice alway see friendli familiar face guy write ticket know know exactli need alway get great carwash someth miss mention get right away kid love littl play area free carousel like watch car go wash ive also got oil chang work car profession honest went dealership one time told kind stuff wrong car went bj said didnt need work fix wrong save ton money definit continu go back,positive
hard tell good job busi declin servic aggress salespeopl previous purchas $30 wax want upgrad better wax detail $90 free car wash guess im pay $90-$120 car wash isnt free kept declin self-describ great price -- lower $20 guy ask much want pay kind cheesi insult barter take place mercado tijuana neighborhood car wash also offer free windshield replac speech cost inusr penni never go back wife never go back advis rest phoenix,negative
part warranti 3 three month make sure ask rear wheel bear go 9mo interv twice press first time went cover labor $150 would cover went shop 1yr warranti went larri sorri couldnt anyth pay full price alreadi $600 $450 repair went subaru said part still qualifi warranti - speak directli part guy larri 10min earlier subaru found seiz stud rear control arm suppos remov wheel bear repair bennett got around somehow didnt mention fail part subaru also found differ greas addit factori part greas bear said could easili caus failur time got pay anoth $600 $1200 total one wheel bear like guy last 4-5 yr even recommend wont go back larri awar got hand air look went back second failur part warranti 3 three month bennett depend put part may take long fail 12 month standard - cover labor got pay labor fail 12 month everi shop set warrant period,negative
need help someon trust place ive servic bennett three time last year couldnt happier first time got listen guy counter larri talk two custom first gave man great explan repair complet less costli estim provid woman detail clear analysi condit car brought look son bought easi see custom happi felt like gotten good deal good inform shop talk anyon dont bs schmooz way custom interact ive coolant leak fix intermitt check engin warn light analyz fix suspens issu resolv done time reason price review spot honest shop realli good work look goug add extra servic highli recommend,positive
matt bennett auto knowledg skill bmw brought car abl replac belt along driver-sid mirror fix perfect time good price plan bring back break thing done futur highli recommend bennett anyon need work done bmw,positive
took car get brake replac work quickli good price went recommend friend recommend friend need work done,positive
told replac belt tension due frequent squeak replac belt look around saidnop take belt back ask new one warranti charg $12 instal new belt turn right honest guy,positive
bewar hidden charg clear reason consum dont trust auto repair place like run run fast follow rant facebook 16000 follow,negative
friend recommend big manag locat erni earn trust dont think there anyth posit could say ask erni,positive
came locat look tire repair guy back look tire told charg repair guy great friendli staff thank brian russ get fast possibl,positive
terribl custom servic came oil chang told would hour mayb littl longer get didnt appoint howev updat vehicl 2 hour later im final ask wait line make payment give key husband pay phone ask step asid sinc transact take longer swipe card cash 2 custom behind line also come took 2 phone call even start transact told fault easier payment method never come locat,negative
ive place twice time aw custom servic im person woman get littl intimid come auto shop im anxiou first time came get tire balanc made appoint still sat 2 hour ask heck go associ said next apolog anyth today went get pressur tire check 2 guy look dead eye walk invis third guy walk call help said would get someon 2 min mechan come doesnt say hi noth check tire say your good mayb rude servic free doesnt give right rude pay that fine give good custom servic,negative
came purchas tire told order would 3-5 day 2 day pass call get updat tell wont anoth 5 day put week drive hole tire explain week get tire lot longer 3-5 day told weekend dont count busi day would love known spent 30000 new tire cant drive week without new tire pay restock fee 20% tire still wont 5 day say im happi compani wont go anyth,negative
go see jess big went way make happi hook great deal everyon went way make sure happi got great product,positive
rip off oil chang inspect brake told fine need new water pump $800 lol hose belt new thermostat radiat flush $400 somewher els return next week brake squeak sinc inspect week ball tell need new brake told mac said brake fine last week said must driven hard week took truck street mida st rosethey told still 50% left pad favordont busi chees ball,negative
purchas 4 tire took 2 1/2 hour instal shop mount back front less 100 mile sens broke instal new one charg labor replac part took broken censor anoth big shop state like crack tire mount broke drive shop person said happen hit curb broke front servic good - shop servic bad talk neighbor use shop purchas new tire discount less $100 censor repair cost $1600 sale neighbor,negative
erni trent abl take care immedi profession friendli fair live 26 mile big back rare see type custom servic anymor thank big stephen technician help,positive
amaz servic place busi long wait plenti restaur close take appt though fix tire free worker smart friendli realli knowledg im south high standard friendli exceed,positive
took car locat get tire pressur check tire gentlemen behind counter told pull car first bay employe work garag start yell pull bay rude unprofession left never back,negative
went get front end align 11 appoint tech help came car rub hand tire said problem tire car pull right said align wont help found extend warranti manag get cover 2 tire sale go figur see 2 tire deal buy 2 get 2 buy 3 get one figur scam want almost much 2 tire cover add option mandatori real 2 free tire fact invoic show cost move past warranti issu figur said need get tire anoth store find one stock store first meantim give offer kind tire want nope decid buddi run errand go lunch expect car would complet nope stuck home car wife get home wast rest day come find call 5pm even finish put 2 tire wife drop 20 minut later car readi get receipt go way figur sinc free align check done problem never check align wors first brought tech time becam rude piss day wast even take care origin problem check align wrong even care custom servic offer someth failur job ask condescend question piss custom want well want job take care give align freeexpect man offer discount nope goe chart say price one want cheap tech even offer origin price given earlier ask manag toss car toss back that got extrem left call complaint line know compani dont care know even call like say goe get wrong shame employ rude person goal make guest feel like famili made one feel like unwant famili,negative
here give big tire henderson five star dont 10 weve custom locat decad entir famili take vehicl servic cant stress enough comfort know send daughter wife receiv superior servic without overcharg taken advantag highli recommend out-of-town friend phone number phone issu town simpli go see guy especi earli issu taken care effici quickli way could speak owner would tell person,positive
ive go guy 4 year trust friendli dont chang arm leg nice auto repair shop actual trust,positive
came earli look get oil changeattend friendli knowledg courteoshad 1 person front took houralso anoth instanc nail tirethey fix freeoveral good servic overal thought servic excel fastest id rather car done right rather quickli,positive
2 year ago took care get new tire great deal bad idea talk replac brake well bad idea brake start make terribl grind nois 3 day later took mida replac state wrong kind pad today discov tire put car use alreadi 5 year old put im new tire put time goodyear,negative
excel servic brought truck tire repair wait longer expect leav brought back day later charg repair wait,positive
went oil chang tire rotat - came $1500 damag done car - put car wrong lift crack evapor unit car 20 minut leav shop notic check engin light - pull coolant empti sure actual car heard got new manag nice enough refund oil chang negoti insur compani damag shop issu mechan - dont take car,negative
went terribl experi anoth store sunday worri figur might busi help even peopl shop chri help within 5 minut need 4 new tire oil chang gave variou quot differ qualiti tire ask brand didnt call around locat alreadi huge step-up place told exact time car readi even let know might 5-10 minut behind check-up also discount oil chang top everyth whoever took spare put back trunk care even tri fix mess previou place made tire cover use guy thank chri guy help -mi reason give 5 star ad cost instal $20 littl steep heard place offer half price honestli great custom servic didnt put much,positive
new manag super happi ive lot bad experi mechan pleas new manag steve run place felt like honest gave servic ask also beat best price could find,positive
noth posit experi shop came last night tire emerg 15 min close geoff open door stay late job done right wont use anoth shop unless absolut youv dealt mechan vega area youv probabl encount oper use unscrupul practic recommend everyon,positive
job ask first arriv ask tire want stock said ye 2 hour later wait wait wait admit three tire wait anoth store deliv final one honest wast time,negative
ladi avoid place though life depend happen drive vega meet summer car vibrat entir way stop big shop look balanc car bare lift mechan decid need new shocks/strut without even look go checklist possibl balanc patholog car servic week prior trustworthi mechan reno -- would reno guy jump pricey repair like strut inde need anyway know better shell $400 new shock imagin surpris drove away wors vibrat mother happen brought car back next day spoke new mechan need done replac balanc weight clip believ fraudul busi practic scratch surfac experi shop your member 50% popul read femal dont visit place youll disrespect like noth youv ever encount,negative
came discount tire employe appreci day coupl month ago walk ask 4 tire also ask discount go time guy say deal go quot price passiv check bigo websit iphon whaddya know $75 deal go buy 4 tire point guy immedi cut price slime left get wors quot time 45min - 1hr sit wait room 1980 1 hr check car hadnt even start yet frustrat went walk around block starbuck back came back sat park lot watch tech work car final get around car tech began unscrew tire reckless abandon drop tire ground rim parallel ground saw look took littl care rest damag done coupl minut later manag call tell found tpm sensor crack half insid tire make crazi lie sensor would still work roll around tire bs tire light came shop left one btw sensor $250 dollar cours crook offer replac stuck stori find way got 4 new tire wast 4 hr spent extra $250 tire sensor avoid go discount tire,negative
famili far worst tire experi 5 hour first arriv told us hour half continu say minut everi time would ask see take long long stori short end put part truck didnt even talk us bill came $1200 someth told $762 start truck avoid place scam poor littl old man us well came oil chang end spend 5 hour $700 dollar leav againpoor charli place filthi well dead bug broken light dirt everywherego costco sam trust,negative
went back flat tire tow wouldnt honor warranti tire said mani mile spent $2100 rim tire tri pressur buy sumitomo tire garbag drove across street discount tire avoid bullshit horribl happen 1 1/2 year ago,negative
tire pressur low discov tire gotten nail call around see could fix tire reason price call big said dont charg sinc minor repair decid go busi work boyfriend day took car get taken care notic pretti busi end wait almost 2 hour final told done inform need new tire gave quot day later notic tire pressur go boyfriend check saw nail nail took get repair basic noth tri sell tire make wast 2 hour wait day drive unsaf rest work week ye shouldv check tire upon leav big gener someon tell job done believ done els wait guess that get free noth recommend go servic way busi terribl way busi terribl servicedishonesti someth dont want take car servic would done work probabl wouldv gotten tire also never go big bewar,negative
first took car shop bought ittl coupon book free oil chang coupon oil chang part inspect suggest get new rotor break pad show quot $300 repair felt littl high notic oil leak end take anoth mechan break work $170 said oil cap put poorli mother law went shop car batteri die told would $100 replac - go buy batteri get instal advanc auto part $60 dont know shop dishonest realli pricey sinc taken busi elsewher,negative
brake issu may 2009 look place take car saturday morn happen drive big pecos/windmil stop guy said could look right long stori short 2 hour $58000 later brake done amaz differ good brake make month front brake sqeak grind took back work themno clue charg amaz much better didnt tri sell someth els done 90 minut place seem honest knowledg recommend edit ive back 2x year 10 year old pontiac brake issu figur theyd record theyd alreadi done sadli spend $900 plu brake round realli make differ car last week check coolant messag well last month kept put coolant went back $750 later own new water pump stuff goe god hate spend money car repair ive alway felt good go alway wait work done wait room clean smell mildli greas tire ps restroom clean offer free bottl water cold nice chang rate hope sell car later year know thing work,positive
ive issu poster matt never return call never shop took car june 30 2015 month car window left filthi insid need new harmon balanc matt final admit time car ruin head engin put new one couldnt get car start husband final fed call matt differ number answer matt told husband couldnt get car start take friend shop said would car back togeth wrong husband show cours matt husband look around garag find miss nut bolt husband took car global automot told us part backward noth electr matt ruin head purchas rebuilt engin sad say drove car tow also stuck $1900 bill,negative
believ inher problem yelp review may unscrupul busi owner friend famili write glow review help gener busi 5 6 current review bison quit favor howev one isnt inlin experi one star review wasnt first research bison 4 5 star one sound good true fact good true first let start websit visit bison websit lend upscal impress write graphic realiti noth could truth mom pop backyard oper albeit larg metal build matt backyard disord dust disarray theme insid outsid shop teen-ag daughter wife run credit card amount due never actual met matt owner spoke phone never pleasant courteou enough phone begin voic dissatisfact simpli answer call enough impress review brought 2 vehicl bison repair first coolant leak bust motor mount issu transmiss turn shift modul part sell around $15000 expens part replac vehicl somehow rack bill $90000 pick vehicl call matt told could still smell antifreez assur short time smell would go away sever month smell still preval vehicl still requir addit antifreez ad period say credit motor mount transmiss fix correctli straightforward repair seem case abl enough motor transmiss remov perform repair rack $90000 work order item repair yelp review andrew c mention review curiou none review mention vehicl #2 overh issu air condition problem air fix overh kind fix overheat less frequent old car 2011 model bought new vehicl return warn light drop car bad batteri warn light purchas new batteri aaa two year prior excel warranti aaa came home check batteri said margin replac free charg howev make warn light go call matt back ask could bring car back could fix problem caus inform busi hot insid shop quit answer call yelp review andrew c also mention time bill north $75000 close would say better elsewher dont see take dealership could anymor expens least dealership account work perform,negative
similar experi shawn took truck matt thr ongo issu 4 time paid $620 got incorrect part instal window left interior dust dirt matt answer return phone call shoddi work highli suggest test drive vehicl demand invoiv doesnt provid pay guy money current file report attorney gener get money back dont see guy busi much longer,negative
took suv recent quick diagnos relay info made sure isu fix safe car transport children fair price honset also super quick car back next day definit use vehicl need car person move differ area,positive
one take time write review howev matt & guy bison automot honest trustworthi depend forev least long live within drive distanc shop mechan famili move utah 6 year ago work mechan famili fix car move arizona hard find mechan would listen wouldnt tri repair thing knew didnt need repair know hard find trustworthi good mechan let alon great one live buckey 3 year guy matt crew exactli buckey need good trust shop count babi konk volvo babi treat way transmiss issu took dealership joke & friend want charg nearli $300000 dealership $15000 plug thank yelp found bison automot tell refresh talk mechan actual listen doesnt discount diagnosi made someon one live golden rule matt crew beat previou bid shop 3 day would less wasnt forc wait part volvo day half later promis matt work new shop hope find one close drive ever goe thank guy,positive
great servic speedi effici good price took daughter car matt crew us repair road time look forward expand shop,positive
matt fix air condit honda pilot wilhelm go charg nearli twice bison charg top charg much less walk estim wilhelm gave explain charg didnt think necessari think necessari chang replac everyth wilhelm identifi appreci honesti matt also complet job short afternoon great experi,positive
cannot say enough folk busi first sell spectacular car hardwork gorgeou car use mine garden suppli pet pet suppli haul bike get dirti probabl import long solo road trip reliabl safeti essenti staff top profession access effici knowledg never worri servic dept less necessari,positive
gener write review feel compel share experi consum consid bobbi rahal auto dealer leas car past 6 year final decid time invest car id test drove 8-10 differ car make sure knew qualiti import decid volkswagen gti found thought perfect car - right color right mile right featur - carscom bobbi rahal dealership wexford pa dealership distanc away figur worth inquir call number ad dave deros salesperson reach back via text messag follow day dave spoke car convinc car well worth 5 hour drive get wexford maryland ask honesti said didnt want surpris want know car go exactli describ wasnt anyth awar make trip dave exact word least car perfect except littl curb rash one wheel guy fix call commit purchas im stand besid right dealership sell anyth would put reput line convinc trust dave thought well he confid make feel confid send paperwork sign sent right back follow day call bank wire fund full amount car thought noth worri wow wrong boyfriend arriv dealership saturday afternoon text dave past day excit meet thank fantast servic pull receiv text dave say call sick day word readi go time didnt think much walk dealership fill anticip - first car ever realli sought inquir research negoti deal big thing happi excit bring new car home show famili friend spent past day brag brandon collin pre-own sale manag met us car pull around went car cloud disappoint flush perfect car worst curb rash id ever seen wheel also larg approxim 16 scrape tire well rear door handl also crack right turn signal light continu inspect car damag kept mount quarter-s crack windshield larg crack interior driver-sid door water insid center consol indic sun roof may leak outwardli upset couldnt believ happen perfect car fraud dave lie call day brandon left take heat needless say left without car day say brandon made best worst situat sat us offer reimburs us trip apolog profus everyth could make us feel understood receiv refund check today via overnight fedex along trip reimburs hand-written apolog note $150 giftcard morten steakhous brandon went beyond he one good guy - servic mention compass save reput dave carelessli put line sincerest thank you brandon,negative
brandon collin & bob guckert volvo wexford sweet funni kind accommod strive make sure purchas smooth everyth perfect gl450 strongli recommend duo ive never laugh hard sale purchas new car week ago cant wait go back,positive
6/16 - car got scratch travel tonyc took bobbi rahal abl get scratch within day free charg continu keep come back ive volvo servic bobbi rahal mani time time receiv excel custom servic wouldnt trust car anyon els staff qualiti servic keep come back,positive
ive bought 3 car bobbi rahal ten year period servic long car warranti pluss sale straightforward answer technic question vehicl offer good deal outset dont tri get pile extend warranti extra coat etc servic alway compet loaner car avail wash car part servic minu servic expens that way volvo servic ive car go warranti take local garag,positive
realiz dealership cater high end car hesit go check use dodg fortun salesman alex moussa explain budget constraint could understand help recommend alex without reserv thank alex,positive
drove sister buy car close hour half salesman alex extrem nice thorough everyth overal thought servic great car realli nice,positive
purchas two volvo bobbi rahal first one car sold second one dealership sold meespeci servic depart major car buff own lot car life dealt variou dealership experi bobbi rahal sum one word outstand dealer servic second one ever dealt fact servic entir dealership whole minut walk door visit experi last two time need servic somewhat last minut first convert top would go second tire blow faulti tire pressur monitor system servic depart bent backward accommod appoint taken immedi servic manag shop foreman servic writer took immedi ownership problem resolv extrem time manner far surpass expect outcom recommend bobbi rahal friend mani time continu far premier dealership far anyon els pittsburgh bar none best experi ever servic depart,positive
husband shop new use vehicl truck decid didnt want work anymor went bobbi rahal look use vehicl found one bmw x3 2008 price rang warranti purchas next day light start come dashboard threw code check reader call warranti peopl columbu day final got hold set appoint bmw dealership kept appoint receiv call tell us $11900 car $6400 repair car pass inspect septemb car end stori car still shop littl commun dealership warranti peopl shop car told us one return call either know high end dealership bought use thought reput cost vehicl would better custom servic commun 1/2 price car wrong within day purchas vehicl disappoint compani dont know treat peopl purchas new noth problem seem solut sight,negative
0 star dont walk run bobbi rahal servic center brought s60 one repair new major brake problem becam immedi obviou upon drive lot dealer claim test driven car mind boggl could releas us obviou potenti fatal flaw ask explan repair problem got call servic manag refus accept fault tri unconvincingli defus blame worn bush unprofession defens discourt manner way car surg right upon brake could explain excus given none stack hand worst custom servic i/w ever experienc,negative
even though live almost hour away bobbi rahal love dealership much alway bring car custom servic second none adam gener help us fantast commun husband also love alway get loaner car though wish volvo drove loaner s60 around day two bet would consid purchas one soon bobbi rahal also send coupon pretti regularli great big repair done could ever rememb take coupon bobbi rahal cost go local servic place dont care servic good,positive
guy servic depart alway take great care famili adam matt rob friendli profession honest guy go beyond make sure happi volvo matter bought car wait area clean cold water bottl lot magazin read better servic wait area nice mani luxuri car dealership wait area everi time bring car take time look new volvo jag land rover entir sale team friendli pushi gripe servic loaner car give nice loaner volvo dealership would nice loan car made want get new car wish car back all-in-al id say much better volvo dealership pittsburgh area,positive
fairli averag volvo dealer servic pretti fair price seem honest standard 60k servic done - major work id given 3 star bump one two thing went pick one staff brought car around idl outsid offic jump seem idl slightli rough thought might imagin thing pull leav obvious someth wrong - definit misfir left overnight turn theyd put bad plug part servic big deal pretti clear didnt test drive work sure guy drove around didnt notic either left nice didnt tri charg anyth apologet still fairli big error issu smaller point inattent detail notic week later left cap tire nice went back put new one shouldv caught wouldnt comment alreadi made mistak,negative
servic friendli custom orient littl slow complet align took 1 hour 30min even schedul appoint weekday rush hour lunch either reason price well $4995 align onlin coupon,positive
went lunch break hope could get work oil chang bit overdu told louie could definit work hour decid wait car actual end less origin quot realli like fact pressur add buy addit servic origin came abl get lunch break hassl free highli recommend brake master speak louie take care vehicl need sure go back,positive
effect effici profession audi q7 need break rotor chang quot audi $2800 plu tax got done four wheel + complet servic $1000 promis time great place car need,positive
anoth fantast experi juan awesom manger duti guy super friendli fast return futur servic sinc custom servic experi one greatest ive hard find place go your ladi guy dont tri take advantag sell product servic dont need go ladi repair servic,positive
yeah dont know place went align issu say staff super friendli accommod wound refund money kind fight littl nice fit same-day time quot repair accur like said went align complet work drive home notic car go left kept wheel straight made u-turn head back shop explain happen guy front test drove said noth wrong drive middl lane see still pulledso that thing brought back time suggest test drive technician technician came ask key like oh your go come said yeah want show anyway hop behind wheel told thingit pull everyth ok frustrat ask pull could show watch car dash across three lane traffic held wheel straight got back shop didnt realli seem thrill put car back lift 5 minut later manag come piec paper show number explain understood comput say piec paper say car pull left isnt right tri blame torqu steerwhich ridicul told torqu steer heavi acceler likelihood torqu steer priu ridicul told would bring somewher els fix disput charg agre hed refund money anoth shop could better manag said would abl better show wound eat word poor guy sunday brought car pep boy show align left side 006° monday brought brake plu show align number brake plu perform work went back break master info refund money break master align inexpensivei believ paid $4995 $20 coupon get pay seem,negative
brake master like break master place definit place get even simplest job done screw lie right face look eye sure nice littl coupon readi help definit get pay give full invoic ie exactli mani hour labor complet dont know break car tell pleas love car take car ruin end larg bill stuff damag,negative
locat friendliest never steer wrong go 5 year alway pleasant experi matter deal would definit recommend famili friend,positive
alway commit custom thank staff profession honesti guy awesom,positive
compani offer poor custom servic say compani whole incid occur vehicl servic locat requir take matter corpor level also exhibit poor custom servic week ago took car servic store manag john cuss exasper tone told part car broken servic deflect respons state could nice guy say wear tear vehiclei guess ill eat cost visibl agitated/frustr situat despit crass condescend respons incid seem like go replac part take care howev john never apologet state hed touch regard part tech best could fix part temporarili sent way follow next day told guy didnt break part intent custom would buy part wholesal cost hed will instal charg said that best could domind admit fault say guy didnt break intent point decid take matter supervisor felt shouldnt pay anyth 1 didnt break 2 car care servic 3 admit fault appar supervisor town spoke corpor custom servic rep timothi harphant call back day later explain situat state would speak store manag get statement request pictur damag part note pictur video sent part tech mess attempt fix damag accur depict timothi call back yet anoth day later state speak store manag agre gener wear tear vehicl state best could store manag john offer mefre instal part state would least hour half labor part would liter take 15-20 minut instal id pay part employe broke didnt care admit fault made decis use inaccur depict damag part later call back see would least approv part instal differ store didnt feel comfort go back store felt mistreat taken advantag timothi never call back multipl messag left part car still broken yet hear anyon brake master say dissatisfi compani understat never take car back anoth brake master advis friend famili cowork acquaint neighbor fellow social media network simpli anyon ask referr mechan shop kind look elsewher qualiti care outstand custom servic brake master wont give,negative
love guy brake make loud nois drop car john worri go cost arm legbut didnt charg anyth realiz someth minor surpris didnt charg anythingit hard find honest mechan guy prove honesti still live thank john team brake master,positive
